id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
230,200,ANU,ACT,149.119,-35.2777,,,Updated 3-Dec-2022,,,,,R1,-35.2777,149.119,80105104901.0,80105104901.0,801051049.0,Acton,80105.0,North Canberra,801.0,Australian Capital Territory,1.0,1.0,1.0,1.0,,,N2,,,Unincorporated ACT,89399.0,Durack,
232,800,DARWIN,NT,130.83668,-12.458684,,,Updated 3-Dec-2022,70101.0,Darwin City,701.0,Darwin,R1,-12.3932794,130.7766611,70101100203.0,70101100218.0,701011002.0,Darwin City,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,,NT1,PHN701,Northern Territory,Darwin Waterfront Precinct,71150.0,Solomon,Inner Metropolitan
233,801,DARWIN,NT,130.83668,-12.458684,,,Updated 3-Dec-2022,70101.0,Darwin City,701.0,Darwin,R1,-12.4634403,130.8456418,70101100208.0,70101100208.0,701011002.0,Darwin City,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,,NT1,PHN701,,Darwin Waterfront Precinct,71150.0,Lingiari,Rural
24055,803,WAGAIT BEACH,NT,0.0,0.0,,Post Office Boxes,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
234,804,PARAP,NT,130.873315,-12.428017,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.4324801,130.8462536,70101100704.0,70101100704.0,701011007.0,Parap,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,,NT1,PHN701,,Darwin,71000.0,Durack,
235,810,ALAWA,NT,130.866242,-12.381806,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.38,130.873,70102101001.0,70102101001.0,701021010.0,Alawa,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,9.22142887115479,NT1,PHN701,Northern Territory,Darwin,71000.0,Solomon,Inner Metropolitan
249,811,CASUARINA,NT,130.866242,-12.381806,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.373333,130.881667,70102101307.0,70102101307.0,701021013.0,Brinkin - Nakara,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,9.22142887115479,NT1,PHN502,,Darwin,71000.0,Durack,
19975,812,ANULA,NT,130.89047,-12.39124885,Northern Territory Country 1,Delivery Area,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.3928,130.89,70102101104.0,70102101104.0,701021011.0,Anula,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,4.40720176696777,NT1,PHN701,Northern Territory,Darwin,71000.0,Solomon,Inner Metropolitan
24056,813,KARAMA,NT,130.916098,-12.404778,,Post Office Boxes,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-19.4914,132.551,70202105501.0,70202105501.0,702021055.0,Barkly,70202.0,Barkly,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,,,,,Darwin,71000.0,,
260,814,NIGHTCLIFF,NT,130.866242,-12.381806,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.383,130.849,70102102509.0,70102102509.0,701021025.0,Nightcliff,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,9.22142887115479,NT1,PHN701,,Darwin,71000.0,Durack,
261,815,CHARLES DARWIN UNIVERSITY,NT,130.869,-12.3718,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.3718,130.869,70102101301.0,70102101301.0,701021013.0,Brinkin - Nakara,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,16.6437168121338,NT1,PHN701,Northern Territory,Darwin,71000.0,Solomon,
262,820,BAGOT,NT,130.873315,-12.428017,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.411487,130.85541,70101100601.0,70101100601.0,701011006.0,Ludmilla - The Narrows,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,24.7076091766357,NT1,PHN701,Northern Territory,Darwin,71000.0,Solomon,Inner Metropolitan
281,821,WINNELLIE,NT,136.947051,-13.643283,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-12.428889,130.869722,70101100906.0,70101100906.0,701011009.0,Woolner - Bayview - Winnellie,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,5.12332391738892,NT1,PHN701,,East Arnhem,71300.0,Lingiari,Rural
282,822,ACACIA HILLS,NT,130.6254299,-11.75841975,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-12.7541536,131.1489404,70103103506.0,70103103513.0,701031035.0,Weddell,70103.0,Litchfield,701.0,Darwin,3.0,3.0,5.0,5.0,,5.12332391738892,NT1,PHN701,Northern Territory,Tiwi Islands,74050.0,Solomon,Inner Metropolitan
322,828,BERRIMAH,NT,130.932068,-12.432024,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.433889,130.922778,70102101201.0,70102101209.0,701021012.0,Berrimah,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,38.9476051330566,NT1,PHN701,Northern Territory,Darwin,71000.0,Solomon,Inner Metropolitan
24048,829,HOLTZE,NT,130.9597671,-12.45763297,Northern Territory Country 1,Delivery Area,Updated 3-Dec-2022,70104.0,Palmerston,701.0,Darwin,R1,-12.4587,130.961,70104103807.0,70104103807.0,701041038.0,Durack - Marlow Lagoon,70104.0,Palmerston,701.0,Darwin,3.0,3.0,2.0,2.0,,,NT1,PHN701,Northern Territory,Palmerston,72800.0,Solomon,Inner Metropolitan
20057,830,ARCHER,NT,130.9580765,-12.52139649,Northern Territory Country 1,Delivery Area,Updated 3-Dec-2022,70104.0,Palmerston,701.0,Darwin,R1,-12.5164,130.971,70104104201.0,70104104202.0,701041042.0,Palmerston - South,70104.0,Palmerston,701.0,Darwin,3.0,3.0,2.0,2.0,,7.41222524642944,NT1,PHN701,Northern Territory,Palmerston,72800.0,Solomon,Inner Metropolitan
336,831,PALMERSTON,NT,130.974879,-12.475071,,,Updated 3-Dec-2022,70104.0,Palmerston,701.0,Darwin,R1,-12.4784614,130.9851852,70104104110.0,70104104110.0,701041041.0,Palmerston - North,70104.0,Palmerston,701.0,Darwin,3.0,3.0,2.0,2.0,,18.1379375457764,NT1,PHN307,,Palmerston,72800.0,Solomon,Inner Metropolitan
20058,832,BAKEWELL,NT,130.9936551,-12.49684676,Northern Territory Country 1,Delivery Area,Updated 3-Dec-2022,70104.0,Palmerston,701.0,Darwin,R1,-12.4987,130.993,70104103606.0,70104103606.0,701041036.0,Bakewell,70104.0,Palmerston,701.0,Darwin,3.0,3.0,2.0,2.0,,27.3253059387207,NT1,PHN701,Northern Territory,Palmerston,72800.0,Solomon,Inner Metropolitan
20062,834,VIRGINIA,NT,131.0234875,-12.54686461,,Delivery Area,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.5405,131.029,70103103406.0,70103103407.0,701031034.0,Virginia,70103.0,Litchfield,701.0,Darwin,3.0,3.0,2.0,2.0,,,NT1,PHN701,Northern Territory,Palmerston,72800.0,Lingiari,Rural
21821,835,Coolalinga,NT,131.0415,-12.5231,,,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.5242,131.042,70103103404.0,70103103408.0,701031034.0,Virginia,70103.0,Litchfield,701.0,Darwin,3.0,3.0,2.0,2.0,,47.0682983398438,NT1,PHN701,Northern Territory,Palmerston,72800.0,Lingiari,Rural
24061,836,GIRRAWEEN,NT,131.0962,-12.5255,,Delivery Area,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.542319,131.157189,70103103204.0,70103103223.0,701031032.0,Humpty Doo,70103.0,Litchfield,701.0,Darwin,3.0,3.0,5.0,2.0,,,,,,Litchfield,72300.0,,
347,837,MANTON,NT,131.016647,-12.704767,,,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.8316015,131.1604226,70103103506.0,70103103513.0,701031035.0,Weddell,70103.0,Litchfield,701.0,Darwin,3.0,3.0,5.0,5.0,,26.6997928619385,NT1,PHN701,Northern Territory,Litchfield,72300.0,Lingiari,Rural
349,838,BERRY SPRINGS,NT,131.0067348,-12.71878122,,,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.7174085,131.0192349,70103103503.0,70103103510.0,701031035.0,Weddell,70103.0,Litchfield,701.0,Darwin,3.0,3.0,2.0,2.0,,15.6139583587647,NT1,PHN701,Northern Territory,Litchfield,72300.0,Lingiari,Rural
20065,839,COOLALINGA,NT,131.0402017,-12.52001124,,Delivery Area,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.5188645,131.0406631,70103103404.0,70103103408.0,701031034.0,Virginia,70103.0,Litchfield,701.0,Darwin,3.0,3.0,2.0,2.0,,43.101921081543,NT1,PHN701,Northern Territory,Palmerston,72800.0,Lingiari,Rural
350,840,DUNDEE BEACH,NT,130.3529386,-12.72451307,,,Updated 3-Dec-2022,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,R1,-12.7575418,130.3928484,70203105708.0,70203105708.0,702031057.0,Alligator,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,8.11834144592285,NT1,PHN701,Northern Territory,Belyuen,70540.0,Lingiari,Rural
353,841,DARWIN RIVER,NT,130.969862,-12.81922863,,,Updated 3-Dec-2022,70103.0,Litchfield,701.0,Darwin,R1,-12.8357379,130.9788775,70103103504.0,70103103515.0,701031035.0,Weddell,70103.0,Litchfield,701.0,Darwin,3.0,3.0,5.0,5.0,,,NT1,PHN701,Northern Territory,Palmerston,72800.0,Lingiari,Rural
354,845,BATCHELOR,NT,131.038475,-13.045118,,,Updated 3-Dec-2022,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,R1,-13.0785018,131.0625213,70203105711.0,70203105711.0,702031057.0,Alligator,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,122.881401062012,NT1,PHN701,Northern Territory,Coomalie,70700.0,Lingiari,Rural
355,846,ADELAIDE RIVER,NT,131.095002,-13.210299,,,Updated 3-Dec-2022,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,R1,-13.1748284,131.1401349,70203105711.0,70203105711.0,702031057.0,Alligator,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,63.0350723266602,NT1,PHN701,Northern Territory,Coomalie,70700.0,Lingiari,Rural
356,847,PINE CREEK,NT,131.759154,-14.012122,,,Updated 3-Dec-2022,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,R1,-13.8380256,131.8004409,70203105803.0,70203105803.0,702031058.0,Daly,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,200.976379394531,NT1,PHN701,Northern Territory,Katherine,72200.0,Lingiari,Rural
20066,850,COSSACK,NT,132.1721041,-14.46369137,Katherine,Delivery Area,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-14.5052,132.193,70205106712.0,70205106712.0,702051067.0,Katherine,70205.0,Katherine,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,137.011566162109,NT1,PHN701,Northern Territory,Katherine,72200.0,Lingiari,Rural
358,851,KATHERINE,NT,137.050719,-15.711424,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-14.4521139,132.2715145,70205106702.0,70205106702.0,702051067.0,Katherine,70205.0,Katherine,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,,NT1,PHN701,,Roper Gulf,73600.0,Lingiari,Rural
20071,852,ARNOLD,NT,130.8418661,-16.4525888,Katherine,Delivery Area,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-16.4713,134.287,70205106508.0,70205106508.0,702051065.0,Elsey,70205.0,Katherine,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,97.4471206665039,NT1,PHN701,Northern Territory,Victoria Daly,74550.0,Lingiari,Rural
20112,853,TINDAL,NT,132.3791217,-14.53113365,Northern Territory Country 1,Delivery Area,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-14.5473,132.374,70205106717.0,70205106717.0,702051067.0,Katherine,70205.0,Katherine,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,138.497604370117,NT1,PHN701,Northern Territory,Katherine,72200.0,Lingiari,Rural
378,854,BORROLOOLA,NT,136.424191,-16.503809,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-16.0684461,136.3097128,70205106601.0,70205106601.0,702051066.0,Gulf,70205.0,Katherine,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,121.548072814941,NT1,PHN701,Northern Territory,Roper Gulf,73600.0,Lingiari,Rural
380,860,TENNANT CREEK,NT,134.173599,-19.641301,,,Updated 3-Dec-2022,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-19.6573896,134.1815176,70202105608.0,70202105608.0,702021056.0,Tennant Creek,70202.0,Barkly,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,,NT1,PHN701,Northern Territory,Barkly,70420.0,Lingiari,Rural
381,861,BRUNCHILLY,NT,134.500504,-18.874571,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-18.874571,134.500504,70202105502.0,70202105502.0,702021055.0,Barkly,70202.0,Barkly,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,,NT1,,,Barkly,70420.0,Durack,
383,862,AVON DOWNS,NT,134.463153,-18.251528,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-20.0303016,137.4905275,70202105502.0,70202105502.0,702021055.0,Barkly,70202.0,Barkly,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,203.781051635742,NT1,PHN701,Northern Territory,Barkly,70420.0,Lingiari,Rural
396,870,ALICE SPRINGS,NT,133.86314,-23.702291,,,Updated 3-Dec-2022,70201.0,Alice Springs,702.0,Northern Territory - Outback,R1,-23.698042,133.8807471,70201104510.0,70201104510.0,702011045.0,Charles,70201.0,Alice Springs,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,576.998474121094,NT1,PHN701,Northern Territory,Alice Springs,70200.0,Lingiari,Rural
397,871,ALICE SPRINGS,NT,131.298809,-21.949513,,,Updated 3-Dec-2022,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-23.698042,133.8807471,70201104510.0,70201104510.0,702011045.0,Charles,70201.0,Alice Springs,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,,NT1,PHN701,,Central Desert,70620.0,Lingiari,Rural
398,872,AHERRENGE,NT,131.298809,-21.949513,,,Updated 3-Dec-2022,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-21.6721,135.232,70201105209.0,70201105209.0,702011052.0,Sandover - Plenty,70201.0,Alice Springs,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,311.383880615234,NT1,PHN701,Northern Territory,Central Desert,70620.0,Lingiari,Rural
20193,873,AMOONGUNA,NT,133.9050112,-23.74471408,,Delivery Area,Updated 3-Dec-2022,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-23.7638,133.929,70201105203.0,70201105203.0,702011052.0,Sandover - Plenty,70201.0,Alice Springs,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,546.230285644531,NT1,PHN701,Northern Territory,Alice Springs,70200.0,Lingiari,Rural
20199,874,IRLPME,NT,133.8647591,-23.64690294,,Delivery Area,Updated 3-Dec-2022,,,,,R1,-23.6407,133.866,70201104813.0,70201104813.0,702011048.0,Larapinta,70201.0,Alice Springs,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,612.377380371094,NT1,PHN701,Northern Territory,Alice Springs,70200.0,Lingiari,
20202,875,FLYNN,NT,133.8354205,-23.71350386,,Delivery Area,Updated 3-Dec-2022,,,,,R1,-23.7208,133.865,70201104701.0,70201104701.0,702011047.0,Flynn (NT),70201.0,Alice Springs,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,635.180114746094,NT1,PHN701,Northern Territory,Alice Springs,70200.0,Lingiari,Rural
20204,880,GAPUWIYAK,NT,135.7954286,-12.50557433,Northern Territory Country 4,Delivery Area,Updated 3-Dec-2022,70204.0,East Arnhem,702.0,Northern Territory - Outback,R1,-12.5032,135.806,70204106303.0,70204106303.0,702041063.0,East Arnhem,70204.0,East Arnhem,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,7.18359804153442,NT1,PHN701,Northern Territory,East Arnhem,71300.0,Lingiari,Rural
455,881,NHULUNBUY,NT,136.824863,-11.670366,,,Updated 3-Dec-2022,70204.0,East Arnhem,702.0,Northern Territory - Outback,R1,-12.1825,136.781944,70204106407.0,70204106407.0,702041064.0,Nhulunbuy,70204.0,East Arnhem,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,,NT1,PHN701,,East Arnhem,71300.0,Durack,
20207,885,ALYANGULA,NT,136.420066,-13.85078586,Northern Territory Country 4,Delivery Area,Updated 3-Dec-2022,70204.0,East Arnhem,702.0,Northern Territory - Outback,R1,-13.8529,136.422,70204106202.0,70204106202.0,702041062.0,Anindilyakwa,70204.0,East Arnhem,702.0,Northern Territory - Outback,5.0,5.0,7.0,7.0,,21.4030857086182,NT1,PHN701,Northern Territory,East Arnhem,71300.0,Lingiari,Rural
457,886,JABIRU,NT,132.563373,-13.13118,,,Updated 3-Dec-2022,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,R1,-12.6688351,132.8345405,70203105712.0,70203105712.0,702031057.0,Alligator,70203.0,Daly - Tiwi - West Arnhem,702.0,Northern Territory - Outback,4.0,4.0,6.0,6.0,,,NT1,PHN701,Northern Territory,West Arnhem,74660.0,Lingiari,Rural
1,906,WINNELLIE,NT,136.947051,-13.643283,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-12.428889,130.869722,70101100906.0,70101100906.0,701011009.0,Woolner - Bayview - Winnellie,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,5.12332391738892,NT1,PHN701,,East Arnhem,71300.0,Durack,
2,907,WINNELLIE,NT,136.947051,-13.643283,,,Updated 3-Dec-2022,70205.0,Katherine,702.0,Northern Territory - Outback,R1,-12.428889,130.869722,70101100906.0,70101100906.0,701011009.0,Woolner - Bayview - Winnellie,70101.0,Darwin City,701.0,Darwin,3.0,3.0,2.0,2.0,,5.12332391738892,NT1,PHN701,,East Arnhem,71300.0,Durack,
3,909,CHARLES DARWIN UNIVERSITY,NT,130.869,-12.3718,,,Updated 3-Dec-2022,70102.0,Darwin Suburbs,701.0,Darwin,R1,-12.3718,130.869,70102101301.0,70102101301.0,701021013.0,Brinkin - Nakara,70102.0,Darwin Suburbs,701.0,Darwin,3.0,3.0,2.0,2.0,,16.6437168121338,NT1,PHN701,,Darwin,71000.0,Durack,
458,1001,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
459,1002,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
460,1003,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
461,1004,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
462,1005,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
463,1006,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
464,1007,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
465,1008,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
466,1009,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
467,1010,SYDNEY,NSW,151.268071,-33.794883,EAST SUBS MC,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
468,1020,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
469,1021,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
470,1022,SYDNEY,NSW,151.268071,-33.794883,SYDNEY GPO,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
471,1023,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
472,1025,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
473,1026,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
474,1027,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
475,1028,SYDNEY,NSW,151.268071,-33.794883,GPO BOX CENTRE,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
476,1029,SYDNEY,NSW,151.268071,-33.794883,,LVR,Updated 25-Mar-2020 SA3,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,R1,-33.8688197,151.2092955,11703133746.0,11703133746.0,117031337.0,Sydney - Haymarket - The Rocks,11703.0,Sydney Inner City,117.0,Sydney - City and Inner South,1.0,1.0,1.0,1.0,,,N1,PHN101,,Mosman,15350.0,Sydney,
