id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
3387,2440,ALDAVILLA,NSW,153.019648,-30.375791,KEMPSEY DC,Delivery Area,Updated 6-Feb-2020,11001.0,Armidale,110.0,New England and North West,R3,-31.081667,152.767778,10802115504.0,10802115504.0,108021155.0,Kempsey,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,2.0,2.0,4.0,4.0,Cowper,21.0151691436768,N2,PHN109,North Coast,Coffs Harbour,11800.0,Cowper,Provincial
20354,2441,ALLGOMERA,NSW,152.7955009,-30.81816175,New South Wales Country 3,Delivery Area,Updated 6-Feb-2020,10804.0,Port Macquarie,108.0,Mid North Coast,R3,-30.8134171,152.8374543,10802115913.0,10802115913.0,108021159.0,Nambucca Heads Region,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,3.0,3.0,5.0,5.0,Cowper,50.6501846313477,N2,PHN109,North Coast,Nambucca Valley,15700.0,Lyne,Rural
1971,2442,KEMPSEY MSC,NSW,152.917,-31.4352,,,Updated 2-Dec-2022,,,,,R3,-31.0605,152.848,10802115502.0,10802115502.0,108021155.0,Kempsey,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,2.0,2.0,4.0,4.0,,1.00447309017181,N2,,,Port Macquarie-Hastings,16380.0,Page,
1973,2443,BOBS CREEK,NSW,152.747152,-31.725436,LAURIETON DELIVERY,Delivery Area,Updated 3-Dec-2022,10805.0,Taree - Gloucester,108.0,Mid North Coast,R3,-31.5863113,152.7500251,10804116215.0,10804116215.0,108041162.0,Laurieton - Bonny Hills,10804.0,Port Macquarie,108.0,Mid North Coast,2.0,2.0,4.0,4.0,Lyne,27.8611660003662,N2,PHN109,North Coast,Port Macquarie-Hastings,16380.0,Lyne,Rural
1992,2444,BLACKMANS POINT,NSW,152.87253,-31.439614,PORT MACQUARIE DC,Delivery Area,Updated 6-Feb-2020,10804.0,Port Macquarie,108.0,Mid North Coast,R3,-31.3939587,152.8323499,10804116504.0,10804116504.0,108041165.0,Port Macquarie Region,10804.0,Port Macquarie,108.0,Mid North Coast,2.0,2.0,3.0,5.0,Cowper,,N2,PHN109,North Coast,Port Macquarie-Hastings,16380.0,Lyne,Rural
2004,2445,BONNY HILLS,NSW,152.820899,-31.583037,LAURIETON DELIVERY,Delivery Area,Updated 6-Feb-2020,10804.0,Port Macquarie,108.0,Mid North Coast,R3,-31.581667,152.834722,10804116237.0,10804116237.0,108041162.0,Laurieton - Bonny Hills,10804.0,Port Macquarie,108.0,Mid North Coast,2.0,2.0,3.0,4.0,Lyne,24.5593109130859,N2,PHN109,North Coast,Port Macquarie-Hastings,16380.0,Lyne,Rural
2007,2446,BAGNOO,NSW,152.466916,-31.387394,WAUCHOPE DELIVERY,Delivery Area,Updated 6-Feb-2020,10804.0,Port Macquarie,108.0,Mid North Coast,R3,-31.4657487,152.5373871,10804116513.0,10804116513.0,108041165.0,Port Macquarie Region,10804.0,Port Macquarie,108.0,Mid North Coast,2.0,2.0,5.0,5.0,Lyne,31.3692150115967,N2,PHN109,North Coast,Port Macquarie-Hastings,16380.0,Lyne,Rural
20365,2447,BAKERS CREEK,NSW,152.7145508,-30.82662169,Macksville,Delivery Area,Updated 6-Feb-2020,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,R3,-30.8106912,152.6996912,10802115915.0,10802115915.0,108021159.0,Nambucca Heads Region,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,3.0,3.0,5.0,5.0,Cowper,38.098201751709,N2,PHN109,North Coast,Kempsey,14350.0,Cowper,Provincial
2058,2448,HYLAND PARK,NSW,152.956681,-30.604667,NAMBUCCA HEADS DELIVERY,Delivery Area,Updated 6-Feb-2020,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,R3,-30.6126229,152.9956269,10802115812.0,10802115812.0,108021158.0,Nambucca Heads,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,3.0,3.0,4.0,4.0,Cowper,155.25163269043,N2,PHN109,North Coast,Nambucca Valley,15700.0,Cowper,Provincial
2063,2449,ARGENTS HILL,NSW,152.737629,-30.62816,BOWRAVILLE LPO,Delivery Area,Updated 6-Feb-2020,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,R3,-30.6158559,152.8005656,10802115916.0,10802115916.0,108021159.0,Nambucca Heads Region,10802.0,Kempsey - Nambucca,108.0,Mid North Coast,3.0,3.0,5.0,5.0,Cowper,72.7438430786133,N2,PHN109,North Coast,Nambucca Valley,15700.0,Cowper,Provincial
2070,2450,BOAMBEE,NSW,152.658268,-30.097726,COFFS HARBOUR DC,Delivery Area,Updated 6-Feb-2020,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,R3,-30.333333,153.083333,10402108908.0,10402108908.0,104021089.0,Sawtell - Boambee,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,2.0,2.0,3.0,3.0,Cowper,590.154968261719,N2,PHN109,North Coast,Bellingen,10600.0,Page,Rural
1811,2452,BAYLDON,NSW,153.08188,-30.357168,New South Wales Country 3,,Updated 6-Feb-2020,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,R3,-30.3709,153.095,10402108942.0,10402108942.0,104021089.0,Sawtell - Boambee,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,2.0,2.0,3.0,3.0,Cowper,,N2,PHN109,North Coast,Coffs Harbour,11800.0,Cowper,Provincial
20372,2453,BIELSDOWN HILLS,NSW,152.6703126,-30.36840993,Dorrigo,Delivery Area,Updated 4-Dec-2022,11001.0,Armidale,110.0,New England and North West,R3,-30.3672,152.682,10402108709.0,10402108709.0,104021087.0,Dorrigo,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,3.0,3.0,5.0,5.0,Cowper,780.332336425781,N2,PHN109,North Coast,Bellingen,10600.0,Page,Rural
1833,2454,BELLINGEN,NSW,152.840266,-30.459807,RALEIGH DELIVERY,Delivery Area,Updated 6-Feb-2020,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,R3,-30.4522423,152.8979566,10402108316.0,10402108316.0,104021083.0,Bellingen,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,3.0,3.0,5.0,5.0,Cowper,,N2,PHN109,North Coast,Bellingen,10600.0,Cowper,Provincial
1852,2455,TARKEETH,NSW,152.96348,-30.529366,New South Wales Country 3,,Updated 6-Feb-2020,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,R3,-30.494,152.924,10402108309.0,10402108309.0,104021083.0,Bellingen,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,3.0,3.0,5.0,5.0,Cowper,10.3694038391113,N2,PHN109,North Coast,Nambucca Valley,15700.0,Cowper,Provincial
1854,2456,ARRAWARRA,NSW,153.143409,-30.073663,WOOLGOOLGA DC,Delivery Area,Updated 6-Feb-2020,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,R3,-30.0529297,153.1911721,10402109122.0,10402109122.0,104021091.0,Woolgoolga - Arrawarra,10402.0,Coffs Harbour,104.0,Coffs Harbour - Grafton,2.0,2.0,5.0,4.0,Page,105.162185668945,N2,PHN109,North Coast,Coffs Harbour,11800.0,Page,Rural
1864,2460,ALUMY CREEK,NSW,153.271074,-29.320772,GRAFTON DC,Delivery Area,Updated 6-Feb-2020,11002.0,Inverell - Tenterfield,110.0,New England and North West,R3,-29.6418342,152.9588416,10401108036.0,10401108036.0,104011080.0,Grafton,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,2.0,2.0,3.0,3.0,Page,14.9659976959228,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1673,2462,CALLIOPE,NSW,153.187047,-29.829194,ULMARRA LPO,Delivery Area,Updated 6-Feb-2020,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,R3,-29.6173163,153.0795213,10401108146.0,10401108146.0,104011081.0,Grafton Region,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,3.0,3.0,5.0,5.0,Page,,N2,PHN109,North Coast,Coffs Harbour,11800.0,Page,Rural
1685,2463,ASHBY,NSW,153.104789,-29.36691,MACLEAN LPO,Delivery Area,Updated 6-Feb-2020,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,R3,-29.4471368,153.1855402,10401108130.0,10401108130.0,104011081.0,Grafton Region,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,2.0,2.0,5.0,5.0,Page,4.00079011917114,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1702,2464,ANGOURIE,NSW,153.334228,-29.484556,YAMBA DELIVERY,Delivery Area,Updated 6-Feb-2020,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,R3,-29.479167,153.359444,10401108208.0,10401108208.0,104011082.0,Maclean - Yamba - Iluka,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,2.0,2.0,4.0,4.0,Page,18.405647277832,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1706,2465,HARWOOD,NSW,153.243897,-29.412622,HARWOOD ISLAND LPO,Delivery Area,Updated 6-Feb-2020,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,R3,-29.4168813,153.244462,10401108224.0,10401108224.0,104011082.0,Maclean - Yamba - Iluka,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,2.0,2.0,5.0,5.0,Page,,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1707,2466,ILUKA,NSW,153.350886,-29.407475,ILUKA LPO,Delivery Area,Updated 6-Feb-2020,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,R3,-29.4017094,153.3512005,10401108221.0,10401108221.0,104011082.0,Maclean - Yamba - Iluka,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,2.0,2.0,5.0,5.0,Page,7.26040887832642,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
20395,2469,ALICE,NSW,152.5892786,-29.05366265,New South Wales Country 4,Delivery Area,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-29.053,152.601,10401108103.0,10401108103.0,104011081.0,Grafton Region,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,3.0,3.0,5.0,5.0,Page,113.906242370605,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1756,2470,ALICE,NSW,152.749759,-28.92786,Casino,,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-29.053,152.601,10401108103.0,10401108103.0,104011081.0,Grafton Region,10401.0,Clarence Valley,104.0,Coffs Harbour - Grafton,3.0,3.0,5.0,5.0,Page,122.919471740723,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1783,2471,BORA RIDGE,NSW,153.243213,-29.018999,CORAKI LPO,Delivery Area,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-29.056057,153.1753315,11202124521.0,11202124521.0,112021245.0,Casino Region,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Page,3.72576975822449,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1790,2472,BROADWATER,NSW,153.303855,-29.156771,WOODBURN LPO,Delivery Area,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-28.9964992,153.4099288,11202124909.0,11202124909.0,112021249.0,Lismore Region,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Page,17.34494972229,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
20425,2473,BUNDJALUNG,NSW,153.3210837,-29.2343298,QLD Country 2,Delivery Area,Updated 6-Feb-2020,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,R3,-29.1242,153.431,11201124110.0,11201124110.0,112011241.0,Evans Head,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Page,20.6368770599365,N2,PHN109,North Coast,Richmond Valley,16610.0,Page,Rural
1516,2474,AFTERLEE,NSW,152.88504,-28.499375,KYOGLE LPO,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.581667,152.817778,11202124703.0,11202124703.0,112021247.0,Kyogle,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Page,262.975738525391,N2,PHN109,North Coast,Kyogle,14550.0,Page,Rural
1179,2475,BEAURY CREEK,NSW,152.388341,-28.546257,QLD Country 2,,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-28.4522,152.515,11002119409.0,11002119409.0,110021194.0,Tenterfield,11002.0,Inverell - Tenterfield,110.0,New England and North West,3.0,3.0,5.0,5.0,New England,505.498962402344,N2,PHN109,North Coast,Kyogle,14550.0,Page,Rural
1183,2476,ACACIA CREEK,NSW,152.49765,-28.36456,WOODENBONG LPO,Delivery Area,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-28.3760196,152.3154492,11002119408.0,11002119408.0,110021194.0,Tenterfield,11002.0,Inverell - Tenterfield,110.0,New England and North West,3.0,3.0,5.0,5.0,Page,544.092529296875,N2,PHN109,North Coast,Kyogle,14550.0,Page,Rural
1192,2477,ALSTONVALE,NSW,153.427314,-28.907675,ALSTONVILLE DC,Delivery Area,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-28.80611,153.44528,11201123725.0,11201123725.0,112011237.0,Ballina Region,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,3.0,3.0,Page,,N2,PHN109,North Coast,Ballina,10250.0,Richmond,Rural
1207,2478,BALLINA,NSW,153.532475,-28.865483,BALLINA DC,Delivery Area,Updated 6-Feb-2020,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,R3,-28.8379654,153.5629067,11201123605.0,11201123605.0,112011236.0,Ballina,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,3.0,3.0,Richmond,3.53360629081726,N2,PHN109,North Coast,Ballina,10250.0,Richmond,Rural
1222,2479,BANGALOW,NSW,153.514963,-28.709545,BANGALOW LPO,Delivery Area,Updated 6-Feb-2020,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,R3,-28.6864297,153.5224671,11201123817.0,11201123817.0,112011238.0,Bangalow,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,4.0,4.0,Richmond,55.8333053588867,N2,PHN109,North Coast,Byron,11350.0,Richmond,Rural
98,2480,BACK CREEK,NSW,153.25943,-28.706486,LISMORE DC,Delivery Area,Updated 6-Feb-2020,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,R3,-28.7126007,153.0785074,11202124707.0,11202124707.0,112021247.0,Kyogle,11202.0,Richmond Valley - Hinterland,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Page,17.783332824707,N2,PHN109,North Coast,Lismore,14850.0,Richmond,Rural
169,2481,BROKEN HEAD,NSW,153.592843,-28.660756,BYRON BAY DC,Delivery Area,Updated 6-Feb-2020,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,R3,-28.7264578,153.5983166,11201124024.0,11201124024.0,112011240.0,Byron Bay,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,4.0,4.0,Richmond,24.5691318511963,N2,PHN109,North Coast,Byron,11350.0,Richmond,Rural
177,2482,GOONENGERRY,NSW,153.432398,-28.547307,MULLUMBIMBY DELIVERY,Delivery Area,Updated 6-Feb-2020,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,R3,-28.6052931,153.4331163,11201124319.0,11201124319.0,112011243.0,Mullumbimby,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Richmond,110.263145446777,N2,PHN109,North Coast,Byron,11350.0,Richmond,Rural
186,2483,BILLINUDGEL,NSW,153.494236,-28.461128,MULLUMBIMBY DELIVERY,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.503589,153.5157018,11201124302.0,11201124302.0,112011243.0,Mullumbimby,11201.0,Richmond Valley - Coastal,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Richmond,32.401683807373,N2,PHN109,North Coast,Byron,11350.0,Richmond,Rural
200,2484,BACK CREEK,NSW,153.31648,-28.38059,MURWILLUMBAH DC,Delivery Area,Updated 6-Feb-2020,30904.0,Gold Coast Hinterland,309.0,Gold Coast,R3,-28.4067234,153.1708123,11203125205.0,11203125205.0,112031252.0,Murwillumbah Region,11203.0,Tweed Valley,112.0,Richmond - Tweed,2.0,2.0,5.0,5.0,Richmond,308.564636230469,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2238,2485,TWEED HEADS,NSW,153.526816,-28.184241,TWEED HEADS SOUTH DC,Delivery Area,Updated 6-Feb-2020,30902.0,Coolangatta,309.0,Gold Coast,R3,-28.178556,153.5157018,11203125403.0,11203125403.0,112031254.0,Tweed Heads,11203.0,Tweed Valley,112.0,Richmond - Tweed,1.0,1.0,1.0,1.0,Richmond,2.65416169166565,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2240,2486,BANORA POINT,NSW,153.479217,-28.215215,TWEED HEADS SOUTH DC,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.223333,153.538056,11203125535.0,11203155032.0,112031550.0,Banora Point,11203.0,Tweed Valley,112.0,Richmond - Tweed,1.0,1.0,1.0,1.0,Richmond,-3492.0,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2253,2487,CASUARINA,NSW,153.548588,-28.27973,TWEED HEADS SOUTH DC,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.2887,153.5739,11203125003.0,11203125003.0,112031250.0,Kingscliff - Fingal Head,11203.0,Tweed Valley,112.0,Richmond - Tweed,1.0,1.0,1.0,1.0,Richmond,44.1132431030273,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2260,2488,BOGANGAR,NSW,153.560693,-28.34099,TWEED HEADS SOUTH DC,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.333333,153.558333,11203125322.0,11203125322.0,112031253.0,Pottsville,11203.0,Tweed Valley,112.0,Richmond - Tweed,1.0,1.0,1.0,1.0,Richmond,,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2263,2489,HASTINGS POINT,NSW,153.541853,-28.392183,TWEED HEADS SOUTH DC,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.3609282,153.5717587,11203125324.0,11203125324.0,112031253.0,Pottsville,11203.0,Tweed Valley,112.0,Richmond - Tweed,1.0,1.0,1.0,1.0,Richmond,23.5988292694092,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2265,2490,NORTH TUMBULGUM,NSW,153.472644,-28.271718,TUMBULGUM,Delivery Area,Updated 6-Feb-2020,11203.0,Tweed Valley,112.0,Richmond - Tweed,R3,-28.2642113,153.4714559,11203125512.0,11203155104.0,112031551.0,Terranora - North Tumblegum,11203.0,Tweed Valley,112.0,Richmond - Tweed,1.0,1.0,1.0,1.0,Richmond,0.0,N2,PHN109,North Coast,Tweed,17550.0,Richmond,Rural
2267,2500,CONISTON,NSW,150.874294,-34.423171,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.4383388,150.8827443,10704114911.0,10704154908.0,107041549.0,Wollongong - West,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,48.9921836853027,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2277,2502,CRINGILA,NSW,150.873081,-34.494723,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10701.0,Dapto - Port Kembla,107.0,Illawarra,R2,-34.471111,150.871944,10701113030.0,10701154506.0,107011545.0,Berkeley - Lake Heights - Cringila,10701.0,Dapto - Port Kembla,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,0.0,N1,PHN106,South Eastern NSW,Shellharbour,16900.0,Whitlam,Provincial
2281,2505,KEMBLAWARRA,NSW,150.943899,-34.466406,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10701.0,Dapto - Port Kembla,107.0,Illawarra,R2,-34.4922147,150.8897367,10701113036.0,10701154612.0,107011546.0,Port Kembla - Warrawong,10701.0,Dapto - Port Kembla,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,0.0,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2283,2506,BERKELEY,NSW,150.840792,-34.48494,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10701.0,Dapto - Port Kembla,107.0,Illawarra,R2,-34.4793722,150.840584,10701113049.0,10701154513.0,107011545.0,Berkeley - Lake Heights - Cringila,10701.0,Dapto - Port Kembla,107.0,Illawarra,1.0,1.0,1.0,1.0,Whitlam,5.86781644821167,N1,PHN106,South Eastern NSW,Shellharbour,16900.0,Whitlam,Provincial
2284,2508,COALCLIFF,NSW,150.969679,-34.230944,HELENSBURGH DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.2457264,150.9729194,10704114817.0,10704114817.0,107041148.0,Thirroul - Austinmer - Coalcliff,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,,N1,PHN106,South Eastern NSW,Sutherland Shire,17150.0,Cunningham,Provincial
2292,2515,AUSTINMER,NSW,150.9299,-34.300293,BELLAMBI DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.306311,150.93451,10704114808.0,10704114808.0,107041148.0,Thirroul - Austinmer - Coalcliff,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,140.81852722168,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2298,2516,BULLI,NSW,150.904835,-34.332109,BELLAMBI DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.3284699,150.904556,10704115043.0,10704115043.0,107041150.0,Woonona - Bulli - Russell Vale,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2300,2517,RUSSELL VALE,NSW,150.891169,-34.349362,BELLAMBI DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.358,150.901,10704115002.0,10704115002.0,107041150.0,Woonona - Bulli - Russell Vale,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2303,2518,BELLAMBI,NSW,150.886721,-34.373654,BELLAMBI DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.366667,150.916667,10704114533.0,10704114533.0,107041145.0,Corrimal - Tarrawanna - Bellambi,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,7.82849454879761,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2308,2519,BALGOWNIE,NSW,150.709623,-34.35558,BELLAMBI DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.388811,150.8776,10704114408.0,10704114408.0,107041144.0,Balgownie - Fairy Meadow,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,347.201843261719,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2314,2520,WOLLONGONG,NSW,151.139594,-33.937789,WOLLONGONG POST SHOP,Post Office Boxes,Updated 25-Mar-2020 SA3,10704.0,Wollongong,107.0,Illawarra,R2,-34.4278121,150.8930607,10704114929.0,10704154812.0,107041548.0,Wollongong - East,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,30.010217666626,N1,,,Bayside,10500.0,Macarthur,
2316,2522,UNIVERSITY OF WOLLONGONG,NSW,150.877805,-34.405103,WOLLONGONG UNIVERSITY LPO,LVR,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.4054039,150.87843,10704114618.0,10704114618.0,107041146.0,Figtree - Keiraville,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Macarthur,
2317,2525,FIGTREE,NSW,150.818904,-34.437229,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.4319396,150.8434913,10704114610.0,10704114610.0,107041146.0,Figtree - Keiraville,10704.0,Wollongong,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,144.051300048828,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Cunningham,Provincial
2318,2526,CORDEAUX,NSW,150.77681,-34.380765,WOLLONGONG DC,Delivery Area,Updated 6-Feb-2020,10704.0,Wollongong,107.0,Illawarra,R2,-34.439667,150.834333,10701113412.0,10701113412.0,107011134.0,Unanderra - Mount Kembla,10701.0,Dapto - Port Kembla,107.0,Illawarra,1.0,1.0,1.0,1.0,Cunningham,,N1,PHN106,South Eastern NSW,Wollongong,18450.0,Whitlam,Provincial
2326,2527,ALBION PARK,NSW,150.754592,-34.583539,OAK FLATS DC,Delivery Area,Updated 6-Feb-2020,11402.0,Southern Highlands,114.0,Southern Highlands and Shoalhaven,R3,-34.5759492,150.7737333,10703113626.0,10703113626.0,107031136.0,Albion Park - Macquarie Pass,10703.0,Kiama - Shellharbour,107.0,Illawarra,1.0,1.0,1.0,1.0,Whitlam,,N1,PHN106,South Eastern NSW,Shellharbour,16900.0,Whitlam,Provincial
2333,2528,BARRACK HEIGHTS,NSW,150.855135,-34.548722,OAK FLATS DC,Delivery Area,Updated 6-Feb-2020,10703.0,Kiama - Shellharbour,107.0,Illawarra,R2,-34.565,150.856944,10703114316.0,10703114316.0,107031143.0,Warilla,10703.0,Kiama - Shellharbour,107.0,Illawarra,1.0,1.0,1.0,1.0,Whitlam,8.2795295715332,N1,PHN106,South Eastern NSW,Shellharbour,16900.0,Whitlam,Provincial
2339,2529,BALARANG,NSW,150.84584,-34.592433,Wollongong and Surrounding areas,,Updated 6-Feb-2020,10703.0,Kiama - Shellharbour,107.0,Illawarra,R2,-34.5568,150.834,10703114201.0,10703114201.0,107031142.0,Shellharbour - Oak Flats,10703.0,Kiama - Shellharbour,107.0,Illawarra,1.0,1.0,1.0,1.0,Whitlam,,N1,PHN106,South Eastern NSW,Shellharbour,16900.0,Whitlam,Provincial
